CAR_ID,YEAR,MILEAGE,MANUFACTURER
3656,2019,78423,5
3657,2018,48526,14
3658,1967,78288,4
3659,1995,67063,10
3660,1954,24431,5
3661,1981,6312,12
3662,1954,18423,7
3663,2010,93387,11
3664,1998,12046,7
3665,2018,26332,12
3666,1950,82482,8
3667,1954,15988,9
3668,2010,43974,8
3669,1977,38560,2
3670,1970,11877,6
3671,1972,85643,9
3672,2013,36515,14
3673,1990,71952,9
3674,1998,2949,1
3675,2011,42657,2
3676,1976,27890,13
3677,1981,47998,3
3678,2001,20444,10
3679,1973,28591,10
3680,1993,40452,2
3681,1973,48390,14
3682,2015,65456,11
3683,1997,13868,9
3684,1992,5784,11
3685,2017,29419,11
3686,2013,44960,9
3687,1994,31878,8
3688,1957,99164,8
3689,1989,15673,9
3690,1994,70151,1
3691,1975,94099,6
3692,1950,55795,5
3693,2013,45080,3
3694,1950,36584,6
3695,1958,49028,14
3696,1982,78141,14
3697,2008,21071,6
3698,1990,73898,3
3699,1951,9506,10
3700,1950,33851,10
3701,1961,41757,1
3702,1968,41069,11
3703,1983,92948,4
3704,1971,94707,12
3705,2006,57215,13
3706,1960,90710,3
3707,1988,44502,11
3708,2003,43198,1
3709,1990,16241,11
3710,1985,39697,11
3711,2009,22741,3
3712,2009,78547,14
3713,2004,57315,11
3714,2014,85988,13
3715,2016,19018,9
3716,1952,70386,14
3717,1989,35232,13
3718,1960,16156,8
3719,1968,62892,9
3720,1950,11742,3
3721,1981,18589,9
3722,2004,13324,14
3723,2001,34256,10
3724,2018,24002,2
3725,1953,67312,13
3726,1955,79456,13
3727,2000,71074,8
3728,2000,86486,14
3729,1992,49551,12
3730,1984,71689,12
3731,2000,3348,11
3732,2017,88152,14
3733,1958,9832,10
3734,1962,81365,10
3735,1980,39080,11
3736,2018,15307,9
3737,2003,31168,1
3738,2008,34729,11
3739,2002,52286,6
3740,1957,6753,14
3741,1952,70865,3
3742,2018,19100,3
3743,2004,49762,3
3744,1988,88477,8
3745,2011,64598,1
3746,2013,69349,5
3747,1967,80732,10
3748,1973,36418,3
3749,1982,70618,5
3750,2013,34469,4
3751,1979,80990,13
3752,1966,82653,8
3753,1952,48813,14
3754,1975,63776,5
3755,1977,85000,4
3756,2012,55504,12
3757,2004,74788,7
3758,1978,47826,11
3759,1982,79611,5
3760,1960,45286,9
3761,2005,39163,5
3762,1989,90400,13
3763,1995,83443,9
3764,1993,2351,2
3765,1981,62796,14
3766,1978,23513,1
3767,2002,35264,3
3768,2005,13878,9
3769,1969,4066,13
3770,1986,87142,12
3771,1964,73478,8
3772,1984,41091,6
3773,1961,20851,7
3774,2016,80116,3
3775,2016,67255,14
3776,2005,74980,9
3777,2015,65092,2
3778,1987,87514,12
3779,1997,89221,5
3780,1966,74392,4
3781,2007,15868,3
3782,2001,81114,7
3783,1996,71044,3
3784,2001,6052,11
3785,1956,89462,9
3786,1958,48964,1
3787,1982,62016,13
3788,1990,29434,8
3789,2016,78024,11
3790,1970,43161,14
3791,1967,49990,11
3792,1967,42069,14
3793,1997,90705,2
3794,2005,67084,13
3795,1956,4898,1
3796,1958,20944,5
3797,1996,54577,8
3798,1969,68390,9
3799,1951,79461,8
3800,1975,18,7
3801,1960,87268,6
3802,2005,52877,6
3803,1972,56449,9
3804,2017,20111,6
3805,2003,67820,6
3806,1967,48802,2
3807,1996,76989,9
3808,1979,45819,9
3809,2000,28620,4
3810,2011,28912,12
3811,2011,62878,7
3812,1957,64903,14
3813,1991,77428,9
3814,1966,63498,5
3815,2010,15192,4
3816,1985,71694,4
3817,1972,68523,12
3818,1985,92218,10
3819,1958,5821,13
3820,1970,93173,9
3821,2005,70796,6
3822,2000,63200,6
3823,2002,92681,8
3824,2017,35187,13
3825,1966,73538,8
3826,1960,9469,2
3827,1965,1742,11
3828,1963,94255,11
3829,1980,38980,14
3830,1997,30094,4
3831,1958,54157,6
3832,2001,48195,9
3833,1984,38127,12
3834,1999,29890,9
3835,1964,3703,8
3836,1965,84220,14
3837,1992,89128,7
3838,1974,79945,12
3839,1979,1155,10
3840,1980,52359,14
3841,1981,72515,5
3842,1954,3628,9
3843,1974,98843,9
3844,1989,99247,1
3845,2007,95849,2
3846,1980,65331,3
3847,2016,52387,1
3848,1954,9047,1
3849,2019,56544,4
3850,1990,18689,1
3851,1979,76389,1
3852,1983,88032,6
3853,2002,50227,10
3854,2011,61769,5
3855,1958,60910,7
3856,1962,34802,4
3857,1992,11199,8
3858,1972,40108,13
3859,2011,41709,13
3860,1994,74487,4
3861,1952,44565,3
3862,1952,51521,7
3863,1993,38757,4
3864,1970,35766,4
3865,1960,61124,12
3866,1961,98714,2
3867,1958,43622,14
3868,1994,56881,11
3869,1955,90340,4
3870,1954,15864,5
3871,1989,80743,7
3872,2004,55980,7
3873,1964,84911,14
3874,2014,93915,2
3875,1999,86082,13
3876,1986,19586,3
3877,2018,25876,5
3878,1963,98870,9
3879,2013,2203,2
3880,1966,17106,12
3881,2007,56588,7
3882,2012,56147,5
3883,1983,55624,12
3884,1996,9971,2
3885,1980,34988,10
3886,2006,49510,4
3887,1985,48651,5
3888,1952,33816,6
3889,1979,69678,9
3890,1952,46584,7
3891,2008,49213,11
3892,1979,64313,7
3893,1964,80705,8
3894,1957,91141,1
3895,2001,21347,5
3896,1967,47059,8
3897,2005,35866,7
3898,2005,63290,11
3899,1966,90480,9
3900,1980,31827,1
3901,2002,40427,4
3902,1998,67774,5
3903,1953,93230,13
3904,1958,50680,1
3905,1990,82824,1
3906,1960,20400,12
3907,2005,39586,5
3908,2007,58700,4
3909,2005,70508,13
3910,2004,76975,10
3911,1987,14121,8
3912,1951,40686,2
3913,2005,21840,9
3914,2018,90391,8
3915,1989,47596,6
3916,1956,96402,3
3917,1986,74819,2
3918,2004,90574,5
3919,1951,35878,14
3920,1974,75896,14
3921,1990,71676,1
3922,1959,96129,13
3923,1957,80058,6
3924,2003,52805,3
3925,1968,5600,4
3926,1963,16500,12
3927,1986,65453,3
3928,2006,1920,6
3929,1997,96868,11
3930,1985,33446,6
3931,1987,60422,2
3932,1963,92068,3
3933,1950,37875,3
3934,1961,83493,14
3935,2013,62926,11
3936,1957,81320,1
3937,1999,99003,8
3938,1990,50125,5
3939,1995,67127,5
3940,1964,28269,6
3941,2000,7810,13
3942,2014,14190,4
3943,2016,91424,13
3944,2004,91018,5
3945,2012,51914,7
3946,1966,69312,7
3947,2003,57582,3
3948,1955,56442,11
3949,1965,16720,7
3950,1985,62108,2
3951,1958,3157,13
3952,1999,85039,3
3953,1965,44542,9
3954,1992,95743,1
3955,2009,49959,8
3956,1982,25832,2
3957,1972,57691,8
3958,1980,76770,1
3959,1980,14624,8
3960,2014,97643,12
3961,1979,17096,9
3962,1989,51867,13
3963,1979,29009,1
3964,1986,95481,1
3965,2003,84055,13
3966,1984,58634,8
3967,1957,70258,2
3968,1972,15879,11
3969,1976,26558,9
3970,1994,97506,11
3971,2019,56698,5
3972,1999,15472,10
3973,1967,89407,11
3974,1955,46747,11
3975,1966,9746,7
3976,1950,42357,13
3977,2016,72000,4
3978,2009,59670,2
3979,1980,3966,4
3980,1977,23894,4
3981,2008,19751,7
3982,1991,25699,12
3983,2000,80135,10
3984,2008,83984,10
3985,1976,10884,5
3986,1988,51487,7
3987,1959,31046,10
3988,2004,35039,7
3989,2000,67537,7
3990,1990,66845,14
3991,1957,63757,1
3992,2009,29900,11
3993,1965,56824,3
3994,1981,27226,3
3995,1969,28310,2
3996,2011,35169,5
3997,1989,3869,10
3998,2019,3578,5
3999,1991,39434,3
4000,1973,65395,1
4001,1984,41479,12
4002,2002,16082,4
4003,1985,89620,11
4004,1952,17545,5
4005,1964,59948,3
4006,2015,7031,3
4007,1977,85212,2
4008,2005,95043,3
4009,1972,51033,7
4010,1969,29472,7
4011,1973,81258,3
4012,2003,77805,3
4013,1972,82129,13
4014,1978,69580,14
4015,2017,56089,2
4016,2007,17566,11
4017,2015,7723,6
4018,1954,35036,13
4019,1962,74791,11
4020,1978,35020,7
4021,1968,33328,14
4022,2019,84442,3
4023,1992,6115,11
4024,1991,86157,10
4025,1954,82096,6
4026,1966,93578,11
4027,1993,3386,11
4028,2006,71934,7
4029,1958,60469,4
4030,2017,19113,7
4031,2011,92865,10
4032,1979,64041,3
4033,1997,89380,5
4034,2013,48583,5
4035,1951,95887,3
4036,2013,40536,12
4037,1985,54418,8
4038,1973,51120,12
4039,2017,36460,3
4040,1967,94372,5
4041,2005,63238,6
4042,2009,28126,8
4043,1967,99227,12
4044,1960,29565,6
4045,1999,10615,2
4046,2015,60183,10
4047,2011,74113,5
4048,2000,77891,3
4049,1964,63893,14
4050,2011,71566,2
4051,2009,2052,8
4052,1971,9826,3
4053,2017,81411,12
4054,1959,72933,3
4055,2014,26156,3
4056,1957,47483,3
4057,1995,6975,3
4058,1977,89428,13
4059,2005,37790,1
4060,2015,12383,5
4061,2019,90418,12
4062,1969,44356,11
4063,1968,70971,3
4064,1953,45208,12
4065,1992,56542,13
4066,1953,50141,9
4067,1963,98347,9
4068,1987,65093,12
4069,2016,74502,10
4070,1974,30678,7
4071,1998,68371,1
4072,2014,51828,13
4073,1995,60822,9
4074,1987,50851,14
4075,2019,76997,1
4076,1985,77260,5
4077,1987,8595,8
4078,1954,50500,2
4079,1998,85178,2
4080,1951,21110,10
4081,1958,13570,1
4082,1953,41259,7
4083,2019,31478,3
4084,1983,78422,10
4085,1963,94586,3
4086,2014,65721,13
4087,1992,99943,13
4088,2018,94385,8
4089,1999,76532,3
4090,1964,98099,2
4091,2008,79386,11
4092,2012,38448,5
4093,2014,24215,7
4094,2014,57179,10
4095,1984,70084,12
4096,1959,33549,5
4097,1965,41722,9
4098,1965,26252,5
4099,1953,76553,1
4100,1957,93206,2
4101,2014,80931,3
4102,1955,65410,3
4103,1999,8643,2
4104,1977,30836,11
4105,1956,53729,12
4106,1962,36853,13
4107,1952,11613,8
4108,1966,57437,12
4109,2016,55102,7
4110,1993,65181,11
4111,1980,3717,7
4112,2017,91458,9
4113,2008,28516,5
4114,1952,53810,7
4115,1968,31927,8
4116,2004,93014,9
4117,1963,64090,1
4118,1973,20981,5
4119,2017,4677,4
4120,2002,3501,3
4121,2014,38760,2
4122,1994,98483,10
4123,1961,7017,12
4124,1989,16306,8
4125,1985,81086,13
4126,1983,57903,5
4127,1959,46690,11
4128,1952,79427,12
4129,1996,62667,11
4130,1990,10813,14
4131,1968,77937,14
4132,1984,58794,1
4133,1979,72618,12
4134,1990,7457,2
4135,1973,51011,10
4136,1976,60628,4
4137,1965,38710,14
4138,1956,67307,13
4139,1993,60855,10
4140,1953,17890,10
4141,1984,27327,1
4142,2011,56066,13
4143,1983,81775,7
4144,1957,97883,6
4145,1977,82857,7
4146,2009,82002,2
4147,1968,25501,10
4148,1954,32521,14
4149,1967,12384,7
4150,1967,54869,4
4151,1971,63788,11
4152,1966,98755,7
4153,1971,94078,4
4154,1987,66793,6
4155,2004,88552,10
4156,2018,28771,11
4157,2000,50774,6
4158,2008,33126,8
4159,1956,86164,6
4160,1981,20472,5
4161,1993,6653,14
4162,2016,48328,4
4163,2002,91772,8
4164,1969,42900,2
4165,1959,78111,10
4166,1950,84448,8
4167,1972,68081,12
4168,1978,61182,8
4169,1977,9046,6
4170,1980,18453,6
4171,1995,55877,2
4172,1950,55743,12
4173,2011,8983,5
4174,1999,10992,4
4175,1981,7053,1
4176,1976,20371,5
4177,1978,12566,7
4178,2006,67542,9
4179,1954,50025,10
4180,1955,80089,14
4181,2003,80241,10
4182,1976,69462,2
4183,1973,9133,11
4184,1950,92249,13
4185,2000,87669,7
4186,1954,78126,2
4187,1981,38157,5
4188,1985,88925,12
4189,1962,13890,14
4190,1999,16039,4
4191,1961,43385,3
4192,1984,85326,2
4193,2009,3698,13
4194,1950,39684,10
4195,1965,7119,3
4196,1951,88668,5
4197,1990,35166,3
4198,1995,32067,11
4199,2001,98369,1
4200,1962,3742,1
4201,1954,81774,8
4202,2005,28597,10
4203,1954,18563,9
4204,1962,18598,3
4205,2006,19542,10
4206,2004,21848,12
4207,1999,5138,7
4208,1978,39201,13
4209,2000,82541,2
4210,2004,60963,5
4211,1979,56512,6
4212,2011,66424,9
4213,1959,55396,6
4214,2006,33595,11
4215,1958,82336,2
4216,1953,56636,7
4217,1983,26992,3
4218,1987,20658,8
4219,1968,98242,9
4220,1989,90726,5
4221,2003,89964,8
4222,2009,62826,8
4223,1952,53193,12
4224,2004,38270,9
4225,1984,52459,14
4226,1970,74483,4
4227,1997,48284,4
4228,1992,4222,4
4229,1998,71948,7
4230,1962,8188,2
4231,1966,96936,4
4232,2017,66102,11
4233,1976,66398,9
4234,1980,72693,2
4235,1957,66787,2
4236,1956,43547,10
4237,1957,34556,7
4238,1961,76549,14
4239,1954,70546,8
4240,2002,77514,11
4241,2009,42012,4
4242,2000,47100,5
4243,1981,53109,2
4244,2005,26896,6
4245,1969,58140,1
4246,2010,71608,5
4247,2003,13731,11
4248,1978,92666,1
4249,1993,55681,9
4250,1982,6996,2
4251,2013,3570,8
4252,1998,38435,7
4253,1986,66585,12
4254,2014,9150,13
4255,1950,94023,9
4256,1955,41873,1
4257,2004,95553,6
4258,1963,32603,5
4259,1950,94741,1
4260,1951,11932,13
4261,1973,36391,13
4262,1959,79451,6
4263,1992,34013,8
4264,2011,14451,10
4265,1992,59979,1
4266,2003,3612,12
4267,1963,32324,5
4268,2005,28937,10
4269,1992,20592,12
4270,1987,63037,5
4271,1970,29027,10
4272,1980,49856,10
4273,1962,53132,7
4274,2004,59612,9
4275,1972,47998,8
4276,1950,38812,13
4277,2004,8583,5
4278,1999,13790,8
4279,1965,49147,7
4280,1969,34241,10
4281,1952,10096,14
4282,2005,27682,7
4283,1973,22233,8
4284,2013,99638,11
4285,1952,36492,11
4286,1978,73672,13
4287,1993,21090,2
4288,1986,53417,6
4289,1970,31894,10
4290,1958,23763,10
4291,1978,78246,11
4292,2015,57962,13
4293,1956,67169,12
4294,1996,13461,6
4295,2003,21384,6
4296,1981,27053,4
4297,1980,14618,2
4298,1988,55607,8
4299,1990,75092,2
4300,2007,28255,5
4301,1980,73963,6
4302,1973,79966,14
4303,1958,75717,5
4304,2006,9020,11
4305,2008,6834,2
4306,1952,64238,11
4307,1958,5741,4
4308,2008,12379,3
4309,2013,49384,4
4310,1956,35574,14
4311,1972,36469,9
4312,2003,51606,3
4313,1974,20286,13
4314,1994,77427,13
4315,1960,25792,7
4316,1964,61777,4
4317,1958,71338,9
4318,1995,13012,5
4319,2012,71692,1
4320,2019,10797,9
4321,2010,52392,8
4322,1973,21387,7
4323,1997,31524,1
4324,1976,64923,11
4325,2002,90744,5
4326,2016,47028,6
4327,1995,47684,4
4328,1988,67995,11
4329,1963,71286,12
4330,2003,46755,6
4331,2004,43155,3
4332,2013,37997,5
4333,1966,51177,9
4334,1963,97614,8
4335,1955,62031,5
4336,1986,36651,7
4337,1985,17869,3
4338,1959,35470,4
4339,1970,86623,12
4340,1951,38370,7
4341,1958,34319,8
4342,1969,96208,13
4343,2002,62162,13
4344,1998,67075,13
4345,1950,18202,13
4346,1960,65688,12
4347,1954,17456,14
4348,1969,10926,4
4349,1962,6506,3
4350,1981,93187,12
4351,2018,81746,3
4352,1957,68832,9
4353,1989,10578,9
4354,1985,71039,7
4355,1993,72498,6
4356,1998,50431,8
4357,1985,4787,7
4358,1963,88441,1
4359,2014,30742,8
4360,1961,49233,2
4361,1995,40366,3
4362,1983,79581,2
4363,2009,96575,13
4364,2012,53428,10
4365,2005,18411,13
4366,1993,25802,4
4367,2010,37078,3
4368,2014,5239,9
4369,2005,56725,13
4370,1999,28806,6
4371,1951,53338,14
4372,1999,40759,5
4373,2009,72469,6
4374,1976,61872,8
4375,1963,48645,4
4376,1988,84854,3
4377,1968,3958,9
4378,2012,30967,3
4379,1989,92824,4
4380,1984,50159,12
4381,1963,51475,3
4382,1956,48145,1
4383,1956,68000,14
4384,1984,95574,7
4385,1985,51118,11
4386,2012,36709,11
4387,1973,38244,13
4388,1951,16244,11
4389,2007,68937,11
4390,1990,29542,14
4391,1966,21251,2
4392,1959,36825,1
4393,1999,87253,9
4394,1954,1775,5
4395,1965,14876,4
4396,2014,85953,10
4397,1970,13402,10
4398,1998,66890,11
4399,2005,45164,3
4400,1960,20359,5
4401,2012,13846,3
4402,1967,12456,14
4403,1978,30287,12
4404,1970,67388,8
4405,2010,54688,10
4406,1994,57181,2
4407,1974,48732,1
4408,1951,38862,1
4409,1999,93533,12
4410,2000,22963,5
4411,1958,62591,7
4412,1983,96896,6
4413,1958,13748,9
4414,2010,93839,6
4415,1976,42706,12
4416,1997,71361,1
4417,1981,17103,12
4418,2011,94797,14
4419,1993,95017,8
4420,2000,98849,13
4421,2018,74873,9
4422,2018,63685,2
4423,1961,9099,4
4424,1993,52615,13
4425,1950,64104,6
4426,1999,89008,9
4427,2002,16975,2
4428,2017,98537,8
4429,1974,58866,8
4430,1993,85192,10
4431,1965,52708,11
4432,1992,1212,9
4433,2017,45829,1
4434,1978,65603,6
4435,1960,726,9
4436,2018,7000,2
4437,1954,14976,13
4438,1973,26855,6
4439,1955,59824,2
4440,1951,34055,12
4441,2012,54743,9
4442,2001,50751,4
4443,1993,61770,6
4444,1963,27623,5
4445,2008,97345,8
4446,1966,99990,14
4447,1952,35527,12
4448,2013,21141,12
4449,1996,48016,12
4450,1994,51067,3
4451,1998,98437,13
4452,1958,9476,7
4453,1989,56925,14
4454,1989,51141,12
4455,1993,48295,9
4456,1950,94135,4
4457,1955,6140,10
4458,2001,75966,10
4459,1980,61513,4
4460,1974,97368,7
4461,1962,47750,2
4462,1952,94475,13
4463,1967,22695,8
4464,1998,56153,9
4465,1970,60417,4
4466,2004,27253,8
4467,1965,58932,2
4468,1991,18914,4
4469,1963,20930,8
4470,1965,69961,13
4471,2016,59516,1
4472,1988,89819,6
4473,1973,49916,12
4474,1972,93400,4
4475,1967,42680,9
4476,1979,72255,13
4477,2011,46244,4
4478,1968,41866,12
4479,2016,10257,6
4480,2011,63207,1
4481,1997,10478,11
4482,1992,41406,4
4483,2009,86615,6
4484,1980,23114,4
4485,2002,36291,10
4486,1979,87766,14
4487,1961,97170,12
4488,1955,14222,1
4489,1972,69571,12
4490,1973,57945,11
4491,2019,51923,11
4492,1971,55976,3
4493,1992,33252,8
4494,1954,14174,8
4495,2002,5547,3
4496,1964,4849,9
4497,1971,25513,9
4498,1994,31983,13
4499,1960,23177,8
4500,2006,3700,13
4501,2012,46644,1
4502,2014,58694,1
4503,2000,77859,7
4504,2018,92714,6
4505,1985,76655,6
4506,1994,66957,12
4507,2018,92559,5
4508,1978,9232,5
4509,1976,65895,13
4510,1970,25624,12
4511,2000,23717,10
4512,2016,79653,12
4513,1999,51195,5
4514,1975,69899,10
4515,1998,23700,12
4516,1964,76438,10
4517,1967,11081,10
4518,2004,50367,10
4519,2011,98666,2
4520,1991,21321,7
4521,1981,25793,6
4522,1962,81492,11
4523,2004,10474,2
4524,1966,66638,12
4525,2005,14966,9
4526,2016,50317,9
4527,2017,18180,4
4528,1956,69802,13
4529,1951,14341,5
4530,1973,84495,11
4531,1999,45744,10
4532,1961,18257,6
4533,1961,15974,5
4534,1952,82632,1
4535,2003,48585,11
4536,1963,34534,5
4537,1980,85337,5
4538,1979,93786,13
4539,1970,36783,7
4540,2008,34879,7
4541,1950,39633,7
4542,2013,56315,4
4543,1987,35087,11
4544,1980,3876,1
4545,2011,64557,7
4546,1950,31632,7
4547,1960,27262,5
4548,1969,94166,10
4549,1989,82063,11
4550,1989,11811,10
4551,2009,34411,3
4552,1967,34164,1
4553,1978,77140,7
4554,1989,69931,4
4555,2009,34932,13
4556,1980,5656,8
4557,1964,30973,1
4558,1956,81437,5
4559,1979,40458,12
4560,2014,15884,4
4561,2019,53964,11
4562,1976,10374,12
4563,2012,45848,12
4564,1960,37382,8
4565,2006,32432,8
4566,1994,83362,1
4567,1951,54194,7
4568,2007,30834,5
4569,1970,79804,8
4570,1986,7510,4
4571,2001,73792,11
4572,1979,92359,3
4573,1989,24855,9
4574,1980,87125,8
4575,1989,23509,5
4576,2007,16076,10
4577,1975,12606,8
4578,2001,33680,7
4579,2007,81476,10
4580,2011,75629,8
4581,2004,78774,12
4582,2018,3518,13
4583,1987,39345,8
4584,2018,70088,10
4585,2012,67444,11
4586,2002,61547,10
4587,1963,87670,4
4588,1974,77790,3
4589,1976,81260,6
4590,1967,15401,3
4591,1987,78243,3
4592,1953,22942,1
4593,1954,45095,1
4594,1981,11312,5
4595,2003,75013,7
4596,2006,26675,1
4597,2008,97635,5
4598,1968,70051,8
4599,2000,6616,10
4600,2014,89877,4
4601,1963,38954,7
4602,1959,20073,14
4603,1981,73408,4
4604,2019,43945,14
4605,1998,54337,9
4606,1984,66119,14
4607,1952,1510,1
4608,2013,71066,7
4609,2011,82084,7
4610,2000,58764,7
4611,2010,19409,2
4612,2007,58789,11
4613,1994,58232,14
4614,2001,80139,12
4615,1993,5465,5
4616,1996,84646,8
4617,2016,86351,13
4618,2000,20713,6
4619,1994,97266,4
4620,1960,70236,13
4621,1965,30857,9
4622,1978,14949,10
4623,2016,73114,9
4624,2018,64592,13
4625,1982,68173,8
4626,1984,32532,14
4627,2009,23173,12
4628,1956,95768,9
4629,1975,595,7
4630,1968,70672,6
4631,1959,15589,7
4632,1984,45730,2
4633,1972,91030,8
4634,1971,30450,4
4635,1991,88730,7
4636,1985,12107,7
4637,1994,68471,3
4638,1975,58015,13
4639,2012,24965,12
4640,1961,88166,12
4641,1951,73662,9
4642,1977,9555,3
4643,1953,41416,4
4644,1963,23038,6
4645,1982,28517,5
4646,2000,71556,3
4647,2008,7374,9
4648,1976,2963,8
4649,2002,6473,5
4650,2010,9091,1
4651,1977,41908,11
4652,1951,85768,8
4653,1992,43786,4
4654,1998,71684,7
4655,1994,91850,5
4656,1959,50329,8
4657,1962,22244,1
4658,1982,26800,8
4659,1966,37023,4
4660,1972,89027,11
4661,1984,34065,2
4662,1984,97477,3
4663,1968,32453,12
4664,1956,51994,2
4665,1959,14116,6
4666,1969,36673,14
4667,1986,2318,5
4668,1957,55999,5
4669,2002,79472,10
4670,1972,51294,3
4671,1963,32113,8
4672,1988,2689,9
4673,2019,13468,8
4674,1974,26747,3
4675,1974,1477,1
4676,1959,4180,4
4677,1956,77622,10
4678,1987,86844,11
4679,1981,87058,3
4680,2002,58453,2
4681,1956,96724,10
4682,1998,85188,1
4683,2004,65626,10
4684,2017,98673,10
4685,2010,59835,13
4686,2002,28399,13
4687,1976,38489,13
4688,1998,73503,9
4689,1993,76135,5
4690,2012,37988,8
4691,2013,70857,2
4692,1971,48189,2
4693,2012,33298,3
4694,1985,99622,9
4695,1971,57845,11
4696,1985,43705,12
4697,1959,13815,6
4698,1995,80067,11
4699,1976,44432,1
4700,1979,22807,2
4701,2009,3056,3
4702,1951,40833,7
4703,1997,76627,11
4704,1979,48182,11
4705,1969,35804,1
4706,2002,26853,4
4707,2009,48516,8
4708,2001,76434,1
4709,1969,29079,10
4710,2006,62397,11
4711,1984,88154,7
4712,2012,11832,12
4713,1963,78542,9
4714,2016,57316,1
4715,2008,9339,2
4716,1970,88305,2
4717,1981,89407,11
4718,1955,95408,8
4719,1952,93615,13
4720,1964,43436,3
4721,1973,41667,10
4722,1989,44331,11
4723,2016,78840,13
4724,1958,70765,13
4725,2006,93969,11
4726,1975,94891,12
4727,2014,22001,9
4728,1973,61075,13
4729,1956,87677,7
4730,2007,48944,5
4731,2010,16719,2
4732,2009,97975,3
4733,2007,9600,9
4734,2008,86028,11
4735,2008,85641,5
4736,1959,1290,2
4737,1952,88587,3
4738,1973,94592,13
4739,1965,7836,4
4740,1970,6591,11
4741,1968,99326,3
4742,1982,55324,8
4743,1950,79956,10
4744,1981,5035,4
4745,1958,93345,14
4746,1987,91359,7
4747,1972,48807,7
4748,1980,30029,14
4749,2013,78009,9
4750,2007,73308,5
4751,1953,86238,4
4752,1974,97435,5
4753,1968,69280,13
4754,2004,10537,5
4755,1996,22938,14
4756,1993,68145,9
4757,1956,54761,11
4758,1984,39507,11
4759,1951,55568,4
4760,1956,41532,6
4761,1974,935,1
4762,1996,46578,3
4763,2018,54597,1
4764,1954,91833,14
4765,1958,6805,9
4766,1995,20543,3
4767,1985,96281,9
4768,1998,28765,8
4769,1976,64479,3
4770,1953,68561,12
4771,1997,10290,6
4772,1961,10480,12
4773,2008,20228,13
4774,1969,86873,1
4775,1982,6495,1
4776,1967,20876,8
4777,1950,49381,6
4778,1996,92684,11
4779,1994,79951,14
4780,2019,246,12
4781,1973,23765,10
4782,1961,47594,12
4783,1957,90183,11
4784,1960,5448,6
4785,1997,53044,6
4786,1950,52246,10
4787,1952,75610,12
4788,2001,18367,2
4789,1962,742,13
4790,2003,29922,10
4791,1997,91426,4
4792,1981,75569,14
4793,1998,61240,10
4794,1979,32108,1
4795,2016,56373,11
4796,2001,444,6
4797,1964,38532,10
4798,1990,20660,9
4799,1998,37410,7
4800,2006,82905,5
4801,1955,23547,11
4802,1983,9547,11
4803,1954,96398,9
4804,1976,45606,9
4805,1954,50233,12
4806,1990,79498,8
4807,1995,27715,7
4808,1982,45198,14
4809,2015,78594,4
4810,2015,97143,8
4811,1964,5850,9
4812,2015,54012,6
4813,1984,69486,1
4814,1964,78286,6
4815,1970,36355,2
4816,1978,60774,5
4817,2005,38225,2
4818,2017,81442,5
4819,2003,6581,3
4820,1963,59651,9
4821,1960,87784,12
4822,1994,60500,7
4823,1984,87419,8
4824,1950,49510,9
4825,1968,29894,4
4826,1954,60215,14
4827,2000,89838,13
4828,1966,78716,12
4829,1968,93166,13
4830,1993,30317,13
4831,1951,99955,5
4832,1960,36467,9
4833,1951,7203,5
4834,2002,87689,11
4835,1998,82502,6
4836,1958,4564,9
4837,1995,14417,10
4838,2000,98977,9
4839,1961,76712,6
4840,1968,29811,6
4841,2011,88947,10
4842,1953,82684,1
4843,1984,45197,2
4844,1986,88302,8
4845,1978,38690,9
4846,1970,50900,11
4847,2017,51269,14
4848,1996,47138,12
4849,1984,85940,1
4850,2001,49470,5
4851,1984,17610,11
4852,2015,59838,13
4853,1995,44181,9
4854,2015,49335,10
4855,1957,80503,11
4856,2009,19434,9
4857,2000,12035,12
4858,1954,77247,13
4859,1980,70076,11
4860,1952,61484,1
4861,1975,39824,6
4862,2012,2121,13
4863,1992,12080,14
4864,1983,63655,12
4865,1983,91067,12
4866,2006,29804,1
4867,1991,97566,13
4868,1968,6512,2
4869,1960,51228,8
4870,2009,64691,4
4871,1987,34615,5
4872,1962,42926,8
4873,1984,10099,8
4874,1958,25954,13
4875,1990,24331,8
4876,2018,27662,11
4877,2011,25474,11
4878,1979,15123,10
4879,1974,74503,7
4880,2002,71055,8
4881,1981,19840,7
4882,1967,83145,8
4883,1986,67142,14
4884,2002,28511,11
4885,2008,3706,14
4886,1975,99743,1
4887,1965,42201,4
4888,1998,21751,14
4889,1953,45053,1
4890,1981,34615,13
4891,2012,39119,10
4892,2016,64178,3
4893,1953,21623,8
4894,2002,74280,9
4895,2006,11282,5
4896,1976,51061,7
4897,1993,40017,14
4898,2007,7794,7
4899,2008,50933,11
4900,2008,86338,11
4901,1978,29515,11
4902,1993,84593,10
4903,2000,92032,3
4904,2008,97932,12
4905,1989,69483,11
4906,2003,7519,10
4907,2007,81038,14
4908,1992,85167,4
4909,1951,37887,4
4910,1953,58493,6
4911,1987,67172,7
4912,1999,99307,6
4913,1977,39704,14
4914,1984,2076,14
4915,1983,53958,2
4916,1964,7239,4
4917,1972,64774,10
4918,2006,9410,10
4919,1989,42736,8
4920,1981,29511,5
4921,1972,43434,12
4922,2007,38131,9
4923,1981,82239,11
4924,1993,2263,14
4925,2018,72916,10
